context,question,answer
"BELLARY

853.

K.P.F. PVT. LTD. (G201-G2-01), P.B. NO. 
58,BELLARY HOSPET 
ROAD,ALLIPURA,BELLARY - 583101
PH :9449876025.

BELTHANGADY

854.

BHARATH AUTO CARS PVT. LTD. (4503-HM-04), 
MAIN ROAD, BELTHANGADY, BELTHANGADY 
TALUK DK DISTRICT - 574214
PH :9886543230.

BHADRAWATI

855.

SHRUTI MOTORS (FB01-FB-01), SURVEY NO. 
18/4, BH ROAD,KADADAKATTE HOBLI, 
KADADAKATTE, BHADRAVATI, SHIMOGA DIST., 
KARNATAKA - 577229
PH :7899885404.

BHATKAL

856.

BHARATH AUTO CARS PVT. LTD. 
(CEF1-CEF-01), SURVEY NO. 157/2A, SUSGADI 
VILLAGE, NH66, BHATKAL, UTTARKANNADA 
DISTRICT, KARNATAKA. - 581320
PH :9008693940.

BIDAR

857.

858.

LAHOTI MOTORS PVT. LTD (EX01-EX-01), SI 
50/51,PRATAP NAGAR, UDGIR ROAD, KIADB 
INDUSTRIAL AREA, NAUBAD, BIDAR - 585402
PH :8884412049.
LAHOTI MOTORS PVT. LTD (EX01-EX-02), PLOT 
NO. 58, NAUBAD INDUSTRIAL AREA, PRATAP 
NAGAR, BIDAR. - 585 401
PH :9108707709.

BIJAPUR

859.",What is the contact information for K.P.F. PVT. LTD. in Bellary?,"The contact information for K.P.F. PVT. LTD. in Bellary is as follows:
    Address: P.B. NO. 58, Bellary Hospet Road, Allipura, Bellary - 583101
    Phone Number: 9449876025"
"BIJAPUR

859.

RNS MOTORS (7301-T7-0I), SURVEY NO.25K/1, 
CHITRADURGA SHOLAPUR ROAD, VIJAYPURA, 
BIJAPUR DISTT. KARNATAKA - 586109
PH :8861208998.

BUDHIGERE

860.

BIMAL (SGM1-SGM-SGM1-01), KHATTA 
NO:115,SY. NO. 128/33, MANDUR MAIN ROAD, 
BUDIGERE CROSS, MANDUR VILLAGE, NEXT 
TO IOCL PETROL BUNK, BANGALORE EAST 
TALUK, BANGALORE, - 560049
PH :9742259528.

BYNDOOR

861.

ABHARAN MOTORS PVT LTD (BUH1-BUH-01), 
3-256 & 3-257, SOUPARNIKA COMPLEX, NH 66, 
VILLAGE - YEDATHRE, BYNDOOR, KUNDAPUR 
TALUK, UDUPI DISTT. - 576214
PH :7899751777.

CHALLAKERE

862.

SAKETH AUTOMOBILES (CKN1-CKN-01), SITE 
NO. 9 & 10, SY. NO. 96/1, OPP. 
SUJIMALLESHWARA NAGAR, BELLARY ROAD, 
CHALLAKERE. - 577522
PH :9686550126.

CHAMARAJANAGAR

863.

MANDOVI MOTORS PVT LTD. (0E01-0E-01), RAJ 
KAMAL BUILDING, SATHYAMANGALA ROAD, 
KUVEMPU EXTENSION, CHAMRAJNAGAR 
(KARNATAKA) - 571313
PH :9845445586.

CHANNAGIRI

864.",What is the contact number for RNS MOTORS in Bijapur?,The contact number for RNS MOTORS in Bijapur is 8861208998.
"CHANNAGIRI

864.

SHRUTI MOTORS (BUQ1-BUQ-01), SURVEY 
NO.5, MACHANAYAKANAHALLI, OPP. FIRE 
STATION, CHITRADURGA ROAD, N.H.13, 
CHANNAGIRI DISTT. DAVANGERE - 577213
PH :7899934143.

CHANNAPATNA

865.

KALYANI MOTORS PVT. LTD. (BSX1-BSX-01), 
PROPERTY NO.58, MALUR GRAMA, MALLUR 
HOBLI, CHANNAPATNA TALUKA RAMANAGARA 
DISTRICT - 562160
PH :9845066682.

CHANNARAYAPATNA

866.

VENKAT MOTORS (HC01-HC-01), PLOT NO. 389, 
36/3, 132/1, BESIDES THIRUMALA RICE MILL, 
MYSORE ROAD, CHANNARAYAPATNA, 
DISTRICT: HASSAN, KARNATAKA. - 573116
PH :8147077144.

CHICKBALLAPUR

867.

BIMAL AUTO AGENCY INDIA PVT. LTD. 
(KJ02-KJ-01), NO. 169/1, AMMANI 
KANDAVARAKERE VILLAGE, KASABA HOBLI, 
CHIKBALLAPURA DISTRICT - 562101
PH :9742262499.

CHICKMAGALUR

GADAG

868.

SHRUTI MOTORS (B701-3F-02), AIT CIRCLE, KM 
ROAD, CHIKMANGALUR - 577102
PH :9980157446.

877.

CHIKODI

869.

SHANTESHA MOTORS (E801-ZB-05), OPP. IOC 
PUMP, NEAR B.K.COLLEGE, MIRAJ ROAD, 
CHIKKODI, KARNATAKA - 591201
PH :7829925790.

CHINTAMANI",What is the contact number for Shruti Motors in Channagiri?,The contact number for Shruti Motors in Channagiri is 7899934143.
"CHINTAMANI

870.

PRATHAM MOTORS PVT. LTD (0205-BQ-06), 
SURVEY NO. 33, NEXT TO VIJAYA P U 
COLLEGE, OPP. GOPASANDRA LAKE, 
SREENIVASPURA MAIN ROAD, CHINTAMANI, 
KARNATAKA - 563125
PH :7899761301.

CHITRADURGA

Dealer Workshop  (AS ON 31.05.2023 )

871.

SAKETH AUTOMOBILES (AL01-AL-01), NEAR 
VEDA COMPLEX, NH-4, M H ROAD, 
CHITRADURGA - 572130
PH :9686550313.

880.

SHANTESHA MOTORS PVT. LTD. (IR01-IR-01), 
RS NO.106/3D/2A, APMC ROAD, GOKAK, 
BELGAUM DISTT. - 591307
PH :7829925760.

DAVANGERE

GONIKOPPAL

872.

SHRUTI MOTORS (S101-S1-01), NEAR 
PANCHDEVASTHANA, P. B. ROAD, 
DAVANGERE, KARNATAKA - 577004
PH :9880401284.

DAVENGERE

873.

SHRUTI MOTORS (S101-S1-02), DOOR NO. 
473/1, SURVEY NO. 18/1, BESIDE GMIT 
COLLEGE, OPP. M&M SHOWROOM, OLD P. B. 
ROAD, DAVANGERE, KARNATAKA - 577001
PH :9880401284.

881.

MANDOVI MOTORS PVT LTD. (2501-U3-07), 
KAIKERY VILLAGE,GONIKOPPAL,, - 571213
PH :9900064873.

GUDIBANDHA

882.",What is the contact number for Pratham Motors Pvt. Ltd in Chintamani?,The contact number for Pratham Motors Pvt. Ltd in Chintamani is 7899761301.
"GUDIBANDHA

882.

BIMAL AUTO AGENCY INDIA PVT. LTD. 
(SGT1-SGT-01), DOOR NO:160, 1ST WARD, OPP 
TO GOVERNMENT BUS STAND, BAGEPALLI 
ROAD, GUDIBANDA, CHICKABALLAPURA 
DISTRICT KARNATAKA - 561209
PH :9742261903.

DEVANAHALLI

GULBARGA

874.

BIMAL AUTO AGENCY INDIA PVT. LTD. 
(WH01-WH-01), SURVEY NO.241/114/6, 11TH 
WARD, BB ROAD, DEVANAHALLI, BANGALORE 
DISTT: - 562110
PH :9742262514.

883.

884.

DHARWAD

875.

REVANKAR MOTORS PVT. LTD. (BIX1-BIX-01), 
SURVEY NO.1, PLOT NO. 10, OLD PB ROAD, 
OPP. KVG BANK, SAYDAPUR VILLAGE, 
DHARWAD, KARNATAKA - 580001
PH :8861006707.
DODDABALLAPUR

876.

PRATHAM MOTORS PVT. LTD. (BUA1-BUA-01), 
PLOT NO. 50, OBADENAHALLI INDUSTRIAL 
AREA, DODDABALLAPUR 3RD PHASE, SY. NO. 
107, AREHALLI GUDDADAHALLI, KASABA HOBLI 
TALUK – DODDABALLAPUR, DISTRICT – 
BENGALURU RURAL. - 561203
PH :9886671687.

RNS MOTORS (7301-RK-0E), PLOT NO. 64, 
DIAGONALLY OPP. REGIONAL TRANSPORT 
OFFICE, HUBLI GADAG MAIN ROAD, GADAG - 
582103
PH :9538925602.

GANGAVATI

878.",Where is the Bimal Auto Agency India Pvt. Ltd. located in Gudibanda?,"The Bimal Auto Agency India Pvt. Ltd. in Gudibanda is located at Door No:160, 1st Ward, Opp to Government Bus Stand, Bagepalli Road, Gudibanda, Chickaballapura District Karnataka - 561209."
"GANGAVATI

878.

MUNEER ENTERPRISES PVT. LTD. 
(N701-KA-03), JAGANMATHA 
COMPLEX,RAICHUR ROAD,GANGAVATI, - 
583227
PH :9449870754.

GAURIBIDANUR

879.

MANDOVI MOTORS PVT LTD. (BUY1-BUY-01), 
NO.592/522, E DIVISION, OPP. PUSHPANJALI 
TALKIES, B.H. ROAD, GAURIBIDANUR TOWN, 
DISTT. CHIKBALLAPUR - 561210
PH :8217453513.

GOKAK

LAHOTI MOTORS PVT. LTD (E902-E9-01), 
LAHOTI GARDENS,NEAR KMF, HUMNABAD 
ROAD,GULBARGA - 585104
PH :9480825014.
LAHOTI MOTORS PVT. LTD (E902-E9-02), DOOR 
NO. 7-12-11, 2ND BLOCK, OPP. GUNJ BUS 
STAND, HUMNABAD ROAD, GULBARGA, 
KARNATAKA. - 585104
PH :7619342035.

GUNDLUPET

885.

FRIENDLY MOTORS (INDIA) PVT. LTD. 
(BPU1-BPU-01), ASSESSMENT NO. 2491/S. NO. 
51/1, 2, 3, N.S. 11 AND ASSESSMENT NO. 
2494/S. NO. 51/ N.S. 11, MYSORE-OOTY ROAD, 
GUNDLUPET. - 571111
PH :9686855799.
HAGARIBOMMANAHALLI

886.",What is the contact number for Muneer Enterprises Pvt. Ltd. in Gangavati?,The contact number for Muneer Enterprises Pvt. Ltd. in Gangavati is 9449870754.
"886.

MUNEER ENTERPRISES PVT. LTD. 
(BUX1-BUX-01), SITE NO.112A/2 & 112A/3, 
BLOCK NO.2, WARD NO.:3, 
HAGARIBOMANAHALLI PANCHAYAT, BELLARY 
DISTRICT. - 583212
PH :9481343007.

HALIYAL

887.

RNS MOTORS (SFM1-SFM-01), SURVEY NO: 
347P/27,  DOOR NO:B1180/15 & B1180/16, 
HANUMAN COMPLEX, HALIYAL CIRCLE, MAIN 
ROAD, HALIYAL TOWN & TALUK, UTTARA 
KANNADA DISTRICT,KARNATAKA - 581329
PH :8284200200.

HARAHOLLI

888.

SURAKSHA (SIH1-SIH-SIH1-01), SURVEY NO. 
40/4, HOSAKOTE VILLAGE, HAROHALLI HOBLI, 
KANAKAPURA TALUK, RAMANAGARA, - 562112
PH :9449865608.

HASSAN

 33 

Dealer Workshop  (AS ON 31.05.2023 )

889.

VENKAT MOTORS (C802-C8-01), NO. 326, 
HASSAN GROWTH CENTRE, H.N. PURA ROAD, 
HASSAN - 573201
PH :9844044038.

HAVERI

890.

REVANKAR MOTORS PVT LTD (BBM1-BBM-01), 
NEAR TMAE SOCIETY CAMPUS, 
IJARILAKAMAPUR, PB ROAD, HAVERI - 581110
PH :7022016903.

H-CROSS

891.",What is the contact number for Muneer Enterprises Pvt. Ltd. in Bellary District?,The contact number for Muneer Enterprises Pvt. Ltd. in Bellary District is 9481343007.
"H-CROSS

891.

BIMAL AUTO AGENCY INDIA PVT. LTD. 
(CRQ1-CRQ-01), PART NO.1, SITE NO.36, SBT 
COMPLEX, HOSKOTE-BANGALORE ROAD, 
KARIYANAPURA, H CROSS, SHIDLAGHATTA 
TALUK, BANGALORE RURAL DISTT. 
CHIKKABALLAPURA - 562122
PH :9738948126.

HEBRI

892.

ABHARAN MOTORS PVT LTD (BGD1-BGD-01), 
SURVEY NO. 61-7C1P1 & 61-2P1, VILLAGE & 
TALUK - HEBRI, KARKALA, DIST.-UDUPI, 
KARNATAKA. - 576112
PH :9900077605.

898.

899.

900.

RNS MOTORS (7301-73-01), PUNE - BANGALOR 
ROAD, UNKAL, HUBLI - 580025
PH :9538965902.
RNS MOTORS (7301-73-0F), GOKUL ROAD 
MUREDESHWAR BHAVAN , HUBLI - 580030
PH :8861208532.
REVANKAR MOTORS PVT. LTD. (7303-73-01), 
CTS NO.165/A, WARD NO.III, DESHPANDE 
NAGAR, HUBLI (KARNATAKA) - 580029
PH :8792008301.

HUNSUR

901.

FRIENDLY MOTORS(INDIA) PVT. LTD. 
(GLI1-GLI-01), M-18 & M-19, KSSIDC INDUSTRIAL 
ESTATE, BM BYPASS ROAD, HUNSUR, MYSORE 
DISTRICT, KARNATAKA - 571105
PH :7022669699.

JEWARGI

902.",What is the contact number for Bimal Auto Agency India Pvt. Ltd. in Bangalore Rural District?,The contact number for Bimal Auto Agency India Pvt. Ltd. in Bangalore Rural District is 9738948126.
"JEWARGI

902.

LAHOTI (SLI1-SLI-01), S NO: 125, PLOT NO:7, 
FILTER BED ROAD, OPP. BUS DEPOT, 
JEWARGI, KALABURGI DISTRICT (FORMERLY 
GULABARGA) , KARNATAK-585310. - 585310
PH :9480825004.

KADABA

HEGGADADEVANA KOTE (H D KOTE)

903.

893.

FRIENDLY MOTORS (INDIA) PVT. LTD. 
(CJC1-CJC-01), SURVEY NO. 5/4, VILLAGE – 
YARAHALLI, KASABA HOBLI, TALUK – 
H.D.KOTE, DISTRICT – MYSORE. - 571125
PH :9686855799.

HESSARGHATA

894.

BIMAL (SGN1-SGN-01), SY NO 294/3, 
HESARAGHATTA VILLAGE YELAHANKA TALUK, 
BENGALURU,KARNATAKA - 560088
PH :9743658662.

HOSDURGA

895.

SAKETH AUTOMOBILES (BWO1-BWO-01), 
ASSESSMENT NO. 9310/6, PLOT NO. 6, 
HOSADURGA TOWN, SARASWATI BADAVANE, 
HOSADURGA, DIST.-CHITRADURGA, 
KARNATAKA. - 577 527
PH :7625088946.

HOSKOTE

896.

BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0216-SM-05), NO. 205/108, SITUATED AT 
HOSKOTE TALUK, KASABA HOSKOTE TOWN, 
DISTT.- BANGALORE - 562114
PH :9742281726.

HOSPET

897.",What is the contact number for Bimal Auto Agency India Pvt. Ltd. in Hoskote?,The contact number for Bimal Auto Agency India Pvt. Ltd. in Hoskote is 9742281726.
"HOSPET

897.

MUNEER ENTERPRISES PVT. LTD. 
(N701-N7-01), BELLARY 
ROAD,SANKLAPUR,HOSPET , - 583203
PH :7619505001.

HUBLI

 34 

MANDOVI MOTORS PVT LTD. (BYE1-BYE-01), 
SURVEY NO.-11/20, KALARA, KADABA POST, 
DAKSHIN KANNADA DISTT., KARNATAKA - 
574221
PH :9740912365.

KADUR

904.

SHRUTI MOTORS (BQS1-BQS-01), SHOP NO. 1 & 
2, DAGA COMPLEX, ULUKINAKALLU, NEAR 
PEARLS CLUB, B.H. ROAD, KADUR, DISTRICT – 
CHIKMAGALUR. - 577548
PH :8904823736.

KANAKAPURA

905.

KALYANI MOTORS PVT. LTD. (BXY1-BXY-01), 
SURVEY NO. 447/1B, KASABA HOBIL, 
BUDIGUPPE GRAMA, TALUKA- KANAKAPURA, 
DISTRICT- RAMANAGARA. KARNATAKA. - 
562117
PH :9900599933.

KARKALA

906.

ABHARAN MOTORS PVT LTD (G601-HY-03), 
NH-13, MANGALORE KUDREMUKH ROAD, 
PULKERI, KARKALA - 574104
PH :9880232666.

KARWAR

907.

BHARATH AUTO CARS PVT. LTD. (8J01-8J-01), 
SURVEY NO. 459/2B, 456/2B AND 456/3, 
CHITTAKULA VILLAGE, KARWAR TALUKA, 
UTTARKANNADA DISTRICT, KARNATAKA. - 
581301
PH :7829567400.
KITTUR, BELGAUM

908.",What is the contact number for Muneer Enterprises Pvt. Ltd. in Hospet?,The contact number for Muneer Enterprises Pvt. Ltd. in Hospet is 7619505001.
"908.

SHANTESHA (SFO1-SFO-01), PLOT NO. 219, 
KITTUR INDUSTRIAL AREA (KIADB), POONA 
BANGALORE HIGHWAY (NH-4),KITTUR TOWN 
AND TALUK, BELGAUM DISTRICT, - 591115
PH :9731396808.

917.

MUNEER ENTERPRISES PVT. LTD. 
(BOQ1-BOQ-01), PLOT NO. 11, BASAMMA 
COMPLEX, RAICHUR ROAD, LINGSUGUR, 
RAICHUR, KARNATAKA - 584122
PH :9480830255.

KOLAR

MADDUR

909.

MANDOVI MOTORS PVT LTD. (0201-QU-0F), 67/3 
BANGALORE-CHENNAI HIGHWAY, 
KONDARAJANA HALLI, OPP HOTEL SHANTHI 
SAGAR, KOLAR. - 563101
PH :9740020734.

918.

MANDOVI MOTORS PVT LTD. (BMK1-BMK-01), 
SURVEY NO 802/2A4B, NEAR SANJAY 
THEATRE, BM ROAD, MADDUR TOWN,MANDYA 
DISTRICT, KARNATAKA - 571428
PH :90080 31608.

KOPPAL

MADIKERI

910.

K.P.F. PVT. LTD. (ER01-ER-01), SL. 283/10, NEAR 
MINI VIDHAN SOUDHA, KOPPAL HOSPET ROAD 
 NH63, KOPPAL - 583238
PH :9449876027.

KRISHNARAJANAGARA (KRNAGARA)

919.

FRIENDLY MOTORS (INDIA) PVT. LTD. 
(2502-QX-02), BASAPPA THEATURE BUILDING, 
DASAWAL ROAD,MADIKERI KODAGU DISTRICT. 
- 571201
PH :9606073867.",What is the contact number for MandoVi Motors Pvt Ltd in Kolar?,The contact number for MandoVi Motors Pvt Ltd in Kolar is 9740020734.
"911.

FRIENDLY MOTORS(INDIA) PVT. LTD. 
(SCQ1-SCQ-01), NO:D, 
DORNAHALLI,DODDEKOPPALU GRAMA 
PANCHAYAT,KASABA HOBLI, 
KRISHNARAJANAGARA, MYSORE 
DISTRICT,KARNATAKA - 571602
PH :8971159430.
KRISHNARAJAPET

912.

MANDOVI MOTORS PVT LTD. (BMP1-BMP-01), 
KHATA NO.3094, SY. NO.278, MYSORE 
CHENNERAYAPATNA ROAD (OPP. TO  K.B.C. 
FUEL STATION), KRISHARAJAPET TOWN, 
TALUK MANDYA DISTT. KARNATAKA - 571423
PH :9845132038.

KUMTA

913.

BHARATH AUTO CARS PVT. LTD. 
(AFA2-AFA-01), MALLYA'S COMPOUND, NH-66, 
ALVEKODI KALBAGH VILLAGE, KUMTA 
(KARNATAKA) - 581334
PH :9448979530.

KUNDAPUR

914.

ABHARAN MOTORS PVT LTD (G601-CY-02), 
NH-17, THAKKATTE, KUNDAPURA - 272877
PH :9880197524.

KUNIGAL

915.

SAKETH AUTOMOBILES (VQ01-VQ-01), NEAR 
KRS AGRAHARA,BM ROAD, KUNIGAL, TUMKUR 
DISTRICT, KARNATAKA - 572130
PH :9686550127.

KUSHAL NAGAR

916.

MANDOVI MOTORS PVT LTD. (VN01-VN-01), SY 
NO:88,MADAPATANA,KUSHAL 
NAGAR,SOMVARPUR,NORTH KODAGU, 
KARNATAKA - 571234
PH :9900080893.

LINGASUGUR

MAGADI

920.",What is the contact number for MandoVi Motors Pvt Ltd in Kundapur?,The contact number for MandoVi Motors Pvt Ltd in Kundapur is 9880197524.
"LINGASUGUR

MAGADI

920.

PRATHAM MOTORS PVT. LTD. (BHX1-BHX-01), 
SY NO:92/2, THIRUMALAI VILLAGE, KASABA 
HOBLI, MAGADI TOWN & TALUK, RAMANAGARA 
DISTRICT, KARANATAKA - 562120
PH :9900058483.

MANDYA

921.

MANDOVI MOTORS PVT LTD. (2501-BD-06), 
1660/A, KALLAHALLI EXTENSION, M.C. ROAD, - 
571401
PH :9611165873.

MANGALORE

922.

923.

924.

925.

926.

927.",What is the contact number for Pratham Motors Pvt. Ltd. in Lingasugur?,The contact number for Pratham Motors Pvt. Ltd. in Lingasugur is 9900058483.
"MANGALORE

922.

923.

924.

925.

926.

927.

MANDOVI MOTORS PVT LTD. (4502-45-01), 
ARVIND BUILDING, BALMATTA ROAD, 
HAMPANKATTA, MANGALORE - 575001
PH :9845107701.
BHARATH AUTO CARS PVT. LTD. (4503-45-01), 
NH-17, KUNTIKAN JUNCTION, DEREBAIL, NEAR 
A.J. HOSPITAL, MANGALORE - 575004
PH :9886785730.
MANDOVI MOTORS PVT LTD. (4502-45-03), NO., 
HASSAN GROWTH CENTRE,ADYAR,N.H.
-48,,MANGALORE - 575007
PH :9845514146.
MANDOVI MOTORS PVT LTD. (4502-45-07), 
BALLAL INDUSTRIAL ESTATE, YAYYADI, 
MANGALORE,KARNATAKA - 575008
PH :9880079235.
BHARATH AUTO CARS PVT. LTD. (4503-45-06), 
PLOT NO. 290/1, 291/1, KODIALBAIL VILLAGE, 
NEXT TO BHARATH BEEDI WORKS PVT. LTD., 
BUNTS HOSTEL, KADRI ROAD, MANGALORE, 
KARNATAKA - 575002
PH :9886333030.
MANDOVI MOTORS PVT LTD. (4502-45-08), 
DOOR NO. 2-63/4, SUJITH BAGH LANE, 
YEYYADE, MANGALORE, DISTRICT – DAKSHINA 
KANNADA, KARNATAKA - 575008
PH :9880278077.

Dealer Workshop  (AS ON 31.05.2023 )

928.",What is the contact information for MandoVi Motors Pvt Ltd in Mangalore?,"The contact information for MandoVi Motors Pvt Ltd in Mangalore is as follows:
- Address: ARVIND BUILDING, BALMATTA ROAD, HAMPANKATTA, MANGALORE - 575001
- Phone Number: 9845107701"
"Dealer Workshop  (AS ON 31.05.2023 )

928.

BHARATH AUTO CARS PVT. LTD. (4503-45-08), 
S. NO. 1376/1-41, 1375/41-2-A1P1, 2A1P3, 
1373/1-40, 1369/1-40-A2, KASABA BAZAR, 
KANDADAPALLI, KUDROLI, TALUK - 
MANGALORE, MANGALORE, KARNATAKA. - 
575003
PH :9886785730.

MUDBIDRI

929.

BHARATH AUTO CARS PVT. LTD. (4503-HN-03), 
BHARATH BEEDI COMPOUND, NEAR ALVAR'S 
HOSPITAL, MOODBIDRI - 574227
PH :9886785430.

938.

FRIENDLY MOTORS (INDIA) PVT. LTD. 
(BYK1-BYK-01), 4340/4159/4, HULLAHALLI ROAD, 
NANJANGUD, DISTRICT – MYSORE, 
KARNATAKA. - 571301
PH :9686855799.
NARASIMHARAJAPURA

939.

SHRUTI MOTORS (SPP1-SPP-01), SURVEY NO # 
SURVEY NO.173,/P KOPPA ROAD, 
NAGALAPURA 
VILLAGE,NARASIMHARAJAPURA, CHIKMAGALU
R DIST.,KARNATAKA - 577134
PH :8310187660.

MUDHOL

NELAMANGALA

930.

VIJAY MOTOWINGS (ET01-ET-01), PLOT NO. 3B, 
IN NARS NO. 15-2, WARD NO. 5, 
VISHWESHWAR COLONY, LOKAPUR ROAD, 
MUDHOL TOWN, BAGALKOT DIST. - 587 313
PH :9606046173.

940.",What is the contact number for Bharath Auto Cars Pvt. Ltd. in Mudbidri?,The contact number for Bharath Auto Cars Pvt. Ltd. in Mudbidri is 9886785430.
"940.

RNS MOTORS LIMITED (BBH1-BBH-01), 
NO.167/2, TUMKUR ROAD, KASABA HOBLI, NH4, 
NELAMANGALA, BANGALORE RURAL DT., 
BENGALURU, KARNATAKA - 562123
PH :7259875385.

MULKI

NELYADI

931.

BHARATH AUTO CARS PVT. LTD. (4503-QV-05), 
BHARATH BEEDI COMPOUND, NH-17 MULKI - 
574154
PH :9986020730.

MURUDESHWAR

932.

RNS MOTORS (7301-T8-02), NH-17, 
MANGALORE-BOMBAY ROAD, MURUDESHWAR, 
KARNATAKA - 581350
PH :9538965969.

MYSORE

933.

934.

935.

936.

MANDOVI MOTORS PVT LTD. (2501-25-01), NO: 
5 K.R.S.ROAD, MYSORE - 570005
PH :9945248860.
MANDOVI MOTORS PVT LTD. (2501-25-05), 
NO.182/145/C, BANNUR ROAD, SIDHARTHA 
NAGAR, MYSORE, KARNATAKA - 570011
PH :9845939936.
FRIENDLY MOTORS (INDIA) PVT. LTD. 
(2502-25-01), MANATHAVADI ROAD,  
VIDYARANYA PURAM, MYSORE - 570008
PH :7259255558.
MANDOVI MOTORS PVT LTD. (2501-25-08), 
217/2., HUNSUR ROAD, HINKAL POST, MYSORE, 
KARNATAKA - 570017
PH :9845939937.

NAGAMANGALA

937.",What is the contact information for RNS MOTORS LIMITED in Bangalore?,"The contact information for RNS MOTORS LIMITED in Bangalore is as follows:
    RNS MOTORS LIMITED (BBH1-BBH-01), 
    NO.167/2, TUMKUR ROAD, KASABA HOBLI, NH4, 
    NELAMANGALA, BANGALORE RURAL DT., 
    BENGALURU, KARNATAKA - 562123
    PH :7259875385."
"NAGAMANGALA

937.

MANDOVI MOTORS PVT LTD (SFK1-SFK-01), 
SURVEY NO:3316/2327,VISHALAXAMMA 
COMPLEX, T B BADAVANE B M ROAD, 
NAGAMANGALA TOWN, MANDYA DISTRICT, 
KARNATAKA - 571432
PH :9845132038.

NANJANGUD

941.

BHARATH AUTO CARS PVT. LTD. 
(BPF1-BPF-01), SURVEY NO. 97/11P AND 
SURVEY NO. 97/9, VILLAGE - HOSAMAJALU 
KAUKRADY, POST - NELYADI, TALUK - PUTTUR, 
DIST.-DAKSHIN KANNADA . - 574229
PH :9886072730.

OORGAUMPET

942.

BIMAL AUTO AGENCY (CODE UNDER 
CREATIONS-CODE UNDER CREATIONS-CODE 
UNDER CREATIONS), SITE NO:10, NEW KATHA 
NO: 251, ROBERTSONPET, KGF, 
OORGAUMPET, KOLAR DIST, KARNATAKA- 
563122 - 563122
PH :9513748707.

PADUBIDRI

943.

ABHARAN MOTORS PVT LTD (CSI1-CSI-01), 
PLOT NO. 51/20, VILLAGE – PADUBETTU, 
PADUBIDRI TOWN, TALUKA & DISTRICT – 
UDUPI, KARNATAKA. - 574111
PH :9880232999.

PUTTUR

944.

BHARATH AUTO CARS PVT. LTD. (4503-CZ-02), 
NEAR RAIWAY STATION, HARADY, PUTTUR - 
517583
PH :9886072730.

RAICHUR

945.",What is the contact number for Mandovi Motors Pvt Ltd in Nagamangala?,The contact number for Mandovi Motors Pvt Ltd in Nagamangala is 9845132038.
"RAICHUR

945.

MUNEER ENTERPRISES PVT. LTD. 
(N701-3K-02), #12-10-64,GOUSHAL ROAD,SIYA 
TALAB AREA,RAICHUR - 584101
PH :9480830264.

RAMANAGARAM

946.

KALYANI MOTORS PVT. LTD. (0211-JB-02), 
#K1318/2034C,OPP TO ROTARY HOSPITAL,BM 
ROAD, RAMNAGARAM - 571511
PH :9686689007.

RANEBENNUR

947.

REVANKAR MOTORS (BXV1-BXV-01), 
SCHEDULE A-2, OPP. STJIT ENGINEERING 
COLLEGE, P B ROAD, RANEBENUR, 
KARNATAKA. - 581115
PH :8830947883.

SAGAR

948.

SHRUTI MOTORS (WF01-WF-01), BESIDE H 
GANAPATHIYAPPA PETROL BUNK (BP), B H 
ROAD, NH-206, SAGAR, SHIMOGA DISTT. - 
577401
PH :9740014703.

SAKLESHPUR

949.

VENKAT MOTORS (BPW1-BPW-01), SITE NO. 19, 
3RD WARD, SARASWATHIPURAM, 
SAKLESHPUR TOWN, DISTRICT – HASSAN. - 
573134
PH :7892809634.

SARJAPURA

950.

PRATHAM MOTORS PVT. LTD. (BSY1-BSY-01), 
SURVEY NO. 476/3, SARJAPUR TOWN, TALUKA 
– ANEKAL, SARJAPUR HOBLI, DISTRICT – 
BANGALORE URBAN, KARNATAKA. - 562125
PH :7760962890.

SHIMOGA

951.

952.

953.",What is the contact number for Muneer Enterprises Pvt. Ltd. in Raichur?,The contact number for Muneer Enterprises Pvt. Ltd. in Raichur is 9480830264.
